OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH_DATE,inclination,eccentricity,mean_motion,cluster,cluster_mean_motion,orbit_type
FSW-0 2,9587,PRC,1976-12-07,1.037294553020782,0.0089037,16.19480324,0,14.787722438177877,LEO
CZ-2C R/B,9596,PRC,1976-12-07,1.0371845972779061,0.0078218,16.2405529,0,14.787722438177877,LEO
CZ-2C DEB,9597,PRC,1976-12-07,1.0369995923771949,0.0222183,15.84767914,0,14.787722438177877,LEO
FSW-0 3,10611,PRC,1978-01-26,0.9952635339742545,0.0151653,16.07194026,0,14.787722438177877,LEO
CZ-2C R/B,10612,PRC,1978-01-26,0.9950436224885032,0.0150604,16.074104129999995,0,14.787722438177877,LEO
SJ-2,12842,PRC,1981-09-19,1.0367971341839635,0.0371745,15.340549069999998,0,14.787722438177877,LEO
SJ-2A,12843,PRC,1981-09-19,1.0364114164192728,0.0048413,16.32170117,0,14.787722438177877,LEO
CZ-2B DEB,12844,PRC,1981-09-19,1.0372247398507022,0.0167892,15.903553009999998,0,14.787722438177877,LEO
SJ-2B,12845,PRC,1981-09-19,1.0364515589920686,0.0059094,16.324611040000004,0,14.787722438177877,LEO
CZ-2B R/B,12846,PRC,1981-09-19,1.0365824586859682,0.0042384,16.3511428,0,14.787722438177877,LEO
CZ-2B DEB,12847,PRC,1981-09-19,1.0355300251470156,0.0139246,15.981480599999998,0,14.787722438177877,LEO
